,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
706,4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,13996800000000000,51,57,Alone,1,2,1
707,6991,1951,Graduation,Divorced,43185.0,0,1,2013-10-04,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,36979200000000000,70,637,Alone,1,2,1
708,3336,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,32832000000000000,73,948,Partner,1,3,1
709,4301,1971,Master,Married,35178.0,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,37238400000000000,50,59,Partner,1,3,1
710,1940,1986,Graduation,Married,25252.0,1,0,2013-12-07,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,31449600000000000,35,18,Partner,1,3,1
711,1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,67046400000000000,56,903,Alone,1,2,1
712,1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,56505600000000000,46,112,Alone,1,2,1
713,1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,49334400000000000,68,596,Partner,0,2,0
714,6969,1982,Graduation,Together,50272.0,1,0,2013-07-08,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,44582400000000000,39,233,Partner,1,3,1
715,10479,1975,PhD,Married,76618.0,0,0,2012-07-12,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,75772800000000000,46,1511,Partner,0,2,0
716,3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,69465600000000000,61,1152,Alone,0,1,0
717,1715,1978,Graduation,Together,25851.0,1,0,2013-11-02,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,34473600000000000,43,48,Partner,1,3,1
718,10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,53136000000000000,51,1185,Alone,1,2,1
719,1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,21772800000000000,63,21,Alone,2,3,1
720,5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,61948800000000000,56,965,Partner,1,3,1
721,4990,1954,Graduation,Married,59111.0,0,0,2013-02-05,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,57801600000000000,67,869,Partner,0,2,0
722,4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,17020800000000000,37,16,Partner,1,3,1
723,10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,57110400000000000,56,1947,Partner,0,2,0
724,4692,1976,Graduation,Married,7500.0,1,0,2012-01-08,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,91843200000000000,45,71,Partner,1,3,1
725,7212,1966,Graduation,Married,44794.0,0,1,2014-08-06,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,10540800000000000,55,65,Partner,1,3,1
726,6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,32659200000000000,66,1380,Partner,0,2,0
727,437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,27216000000000000,45,1027,Alone,0,1,0
728,11171,1965,Master,Married,56962.0,2,1,2013-11-10,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,33782400000000000,56,411,Partner,3,5,1
729,11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,51840000000000000,30,836,Partner,0,2,0
730,5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,37584000000000000,72,11,Alone,2,3,1
731,610,1953,PhD,Together,53593.0,1,1,2012-07-08,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,76118400000000000,68,480,Partner,2,4,1
732,9384,1978,Graduation,Married,66373.0,1,1,2013-12-06,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,31536000000000000,43,606,Partner,2,4,1
733,5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,35942400000000000,73,284,Alone,3,4,1
734,10430,1973,Graduation,Divorced,89694.0,1,1,2013-09-10,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,39052800000000000,48,1472,Alone,2,3,1
735,7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,19094400000000000,72,1677,Partner,0,2,0
736,7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,53308800000000000,48,1335,Partner,1,3,1
737,6255,1952,Master,Together,70545.0,0,1,2014-03-06,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,23760000000000000,69,334,Partner,1,3,1
738,6516,1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,54259200000000000,32,18,Partner,1,3,1
739,5564,1969,Graduation,Together,62882.0,0,1,2012-09-08,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,70761600000000000,52,1338,Partner,1,3,1
740,5682,1953,PhD,Single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,53827200000000000,68,1099,Alone,1,2,1
741,7458,1956,Master,Together,34941.0,1,1,2013-06-03,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,47606400000000000,65,97,Partner,2,4,1
742,5237,1950,PhD,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,29289600000000000,71,63,Alone,3,4,1
743,7761,1978,2n Cycle,Together,38702.0,1,0,2013-01-08,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,60220800000000000,43,109,Partner,1,3,1
744,5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,27216000000000000,57,902,Partner,0,2,0
745,3560,1952,Graduation,Together,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,31622400000000000,69,1574,Partner,0,2,0
746,7235,1975,2n Cycle,Married,17003.0,1,0,2013-09-12,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,38880000000000000,46,38,Partner,1,3,1
747,10548,1995,Graduation,Single,71163.0,0,0,2014-09-03,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,8121600000000000,26,960,Alone,0,1,0
748,2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,38620800000000000,51,28,Alone,1,2,1
749,4073,1954,2n Cycle,Married,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,26870400000000000,67,1215,Partner,0,2,0
750,6974,1972,PhD,Together,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,29376000000000000,49,1497,Partner,0,2,0
751,7938,1958,PhD,Together,51518.0,0,1,2013-03-10,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,54950400000000000,63,449,Partner,1,3,1
752,7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,29894400000000000,46,1064,Alone,1,2,1
753,3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,55814400000000000,52,1757,Partner,0,2,0
754,7723,1979,Graduation,Together,75507.0,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,26265600000000000,42,1440,Partner,0,2,0
755,3870,1978,2n Cycle,Together,63855.0,0,0,2013-09-02,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,39744000000000000,43,1006,Partner,0,2,0
756,4012,1972,PhD,Together,62220.0,0,1,2012-11-08,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,65491200000000000,49,1226,Partner,1,3,1
757,5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,38275200000000000,57,1171,Partner,1,3,1
758,10470,1979,Master,Married,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,54518400000000000,42,92,Partner,1,3,1
759,6488,1959,PhD,Married,38829.0,0,1,2014-06-04,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,15984000000000000,62,99,Partner,1,3,1
760,10270,1981,2n Cycle,Married,35523.0,1,0,2013-03-10,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,54950400000000000,40,66,Partner,1,3,1
761,6887,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,19526400000000000,54,564,Alone,2,3,1
762,6406,1988,Master,Married,78285.0,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,34905600000000000,33,1427,Partner,0,2,0
763,7573,1978,PhD,Single,31626.0,1,0,2013-10-05,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,36892800000000000,43,86,Alone,1,2,1
764,4508,1952,Graduation,Single,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,17107200000000000,69,833,Alone,0,1,0
765,221,1955,Graduation,Married,48726.0,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,50803200000000000,66,242,Partner,1,3,1
766,5331,1977,Graduation,Married,74985.0,0,0,2012-11-09,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,65404800000000000,44,1869,Partner,0,2,0
767,1911,1987,Graduation,Together,67430.0,0,0,2012-05-09,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,81302400000000000,34,1364,Partner,0,2,0
768,20,1965,2n Cycle,Married,46891.0,0,1,2013-01-09,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60134400000000000,56,183,Partner,1,3,1
769,8786,1956,Master,Married,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,48297600000000000,65,450,Partner,1,3,1
770,10582,1979,Graduation,Married,72063.0,0,1,2013-03-07,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,55209600000000000,42,758,Partner,1,3,1
771,1915,1951,PhD,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,31017600000000000,70,1507,Partner,0,2,0
772,8897,1965,Graduation,Single,42720.0,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,51062400000000000,56,654,Alone,2,3,1
773,2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,52012800000000000,49,81,Partner,2,4,1
774,4303,1957,PhD,Together,6835.0,0,1,2012-08-12,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,73094400000000000,64,137,Partner,1,3,1
775,6825,1953,Graduation,Together,41452.0,1,1,2013-06-03,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,47606400000000000,68,16,Partner,2,4,1
776,1072,1965,PhD,Single,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,40003200000000000,56,93,Alone,1,2,1
777,4964,1958,PhD,Together,74250.0,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,27129600000000000,63,1158,Partner,0,2,0
778,2461,1955,Master,Single,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,30499200000000000,66,43,Alone,2,3,1
779,10736,1971,Graduation,Single,72258.0,0,1,2013-12-09,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,31276800000000000,50,1525,Alone,1,2,1
780,3194,1974,PhD,Single,71466.0,0,0,2014-05-04,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,18662400000000000,47,1230,Alone,0,1,0
781,10839,1976,Graduation,Together,36283.0,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,20390400000000000,45,29,Partner,2,4,1
782,49,1970,Graduation,Single,20587.0,1,0,2014-11-05,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,2678400000000000,51,25,Alone,1,2,1
783,4290,1972,Graduation,Married,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,22636800000000000,49,24,Partner,1,3,1
784,10219,1972,Graduation,Together,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,46310400000000000,49,38,Partner,1,3,1
785,4211,1986,Basic,Married,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,66355200000000000,35,57,Partner,1,3,1
786,1135,1960,Master,Together,17144.0,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,25401600000000000,61,47,Partner,2,4,1
787,6299,1968,PhD,Divorced,42564.0,0,1,2013-02-01,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,58147200000000000,53,813,Alone,1,2,1
788,10846,1978,Master,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,16502400000000000,43,629,Partner,1,3,1
789,347,1976,Graduation,Divorced,40780.0,0,1,2012-08-09,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,73353600000000000,45,377,Alone,1,2,1
790,6543,1945,Master,Together,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,59616000000000000,76,1612,Partner,0,2,0
791,10446,1957,PhD,Married,82017.0,0,0,2012-07-11,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,75859200000000000,64,729,Partner,0,2,0
792,3479,1950,Graduation,Single,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,43632000000000000,71,50,Alone,0,1,0
793,11075,1978,Graduation,Married,51267.0,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,34819200000000000,43,270,Partner,2,4,1
794,4442,1961,Graduation,Single,46524.0,0,1,2013-05-04,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,50198400000000000,60,177,Alone,1,2,1
795,199,1962,Master,Single,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,59184000000000000,59,315,Alone,0,1,0
796,6722,1954,PhD,Married,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,13910400000000000,67,767,Partner,1,3,1
797,796,1965,2n Cycle,Divorced,60161.0,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,66873600000000000,56,1071,Alone,1,2,1
798,3749,1973,Graduation,Together,73926.0,0,0,2013-02-03,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,57974400000000000,48,1580,Partner,0,2,0
799,8523,1968,Graduation,Married,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,30844800000000000,53,60,Partner,1,3,1
800,310,1970,Master,Married,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,30931200000000000,51,573,Partner,1,3,1
801,8629,1956,Graduation,Widow,46984.0,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,53568000000000000,65,41,Alone,2,3,1
802,236,1951,Graduation,Married,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,59270400000000000,70,170,Partner,2,4,1
803,9930,1944,PhD,Single,82716.0,0,0,2013-05-11,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,49593600000000000,77,1167,Alone,0,1,0
804,3483,1958,Graduation,Married,48192.0,0,0,2013-06-04,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,47520000000000000,63,1526,Partner,0,2,0
805,4599,1976,Master,Married,49681.0,0,2,2013-04-11,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,52185600000000000,45,458,Partner,2,4,1
806,7326,1971,Master,Married,56850.0,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,22291200000000000,50,63,Partner,1,3,1
807,7352,1957,Graduation,Married,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,35510400000000000,64,405,Partner,1,3,1
808,2350,1972,Graduation,Married,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,53913600000000000,49,1027,Partner,2,4,1
809,9145,1972,Graduation,Single,72504.0,0,1,2013-06-04,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,47520000000000000,49,1478,Alone,1,2,1
810,2964,1981,Graduation,Married,26872.0,0,0,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,35942400000000000,40,72,Partner,0,2,0
811,5585,1972,Graduation,Single,21359.0,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,51408000000000000,49,48,Alone,1,2,1
812,9687,1975,Graduation,Single,73170.0,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,16329600000000000,46,726,Alone,0,1,0
813,3732,1955,Master,Married,52750.0,0,1,2013-04-02,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,52963200000000000,66,860,Partner,1,3,1
814,6303,1986,PhD,Together,91820.0,0,0,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,32659200000000000,35,1497,Partner,0,2,0
815,11176,1970,PhD,Together,65968.0,0,1,2014-12-05,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,86400000000000,51,495,Partner,1,3,1
816,2986,1976,Graduation,Married,30772.0,1,1,2014-12-03,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,259200000000000,45,20,Partner,2,4,1
817,7462,1954,Graduation,Single,22507.0,0,0,2012-11-24,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,64108800000000000,67,570,Alone,0,1,0
818,3900,1972,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,21772800000000000,49,769,Partner,1,3,1
819,7034,1978,2n Cycle,Married,25804.0,1,0,2013-01-09,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,60134400000000000,43,55,Partner,1,3,1
820,9493,1980,PhD,Single,76412.0,0,0,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,50112000000000000,41,1808,Alone,0,1,0
821,1143,1972,Graduation,Married,22063.0,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,41904000000000000,49,55,Partner,1,3,1
822,1,1961,Graduation,Single,57091.0,0,0,2014-06-15,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,15033600000000000,60,577,Alone,0,1,0
823,3855,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51580800000000000,58,162,Partner,0,2,0
824,5536,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,48643200000000000,62,1957,Partner,1,3,1
825,5989,1959,2n Cycle,Divorced,78353.0,0,1,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,51753600000000000,62,1576,Alone,1,2,1
826,9499,1954,Graduation,Married,93404.0,1,2,2013-07-05,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,44841600000000000,67,1616,Partner,3,5,1
827,6768,1962,Graduation,Divorced,37859.0,1,2,2013-12-01,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,31968000000000000,59,36,Alone,3,4,1
828,2150,1958,PhD,Widow,80995.0,0,1,2013-11-05,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,34214400000000000,63,1482,Alone,1,2,1
829,6646,1984,Graduation,Together,16529.0,1,0,2014-01-03,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,29116800000000000,37,22,Partner,1,3,1
830,4887,1976,PhD,Divorced,55412.0,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,32745600000000000,45,63,Alone,2,3,1
831,8560,1992,Graduation,Single,48789.0,0,0,2012-10-09,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,68083200000000000,29,680,Alone,0,1,0
832,3321,1967,PhD,Together,56575.0,0,2,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,50112000000000000,54,542,Partner,2,4,1
833,11003,1980,2n Cycle,Together,25130.0,1,0,2013-02-10,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,57369600000000000,41,50,Partner,1,3,1
834,10402,1967,Graduation,Married,35441.0,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,57024000000000000,54,39,Partner,2,4,1
835,9904,1956,Graduation,Married,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,53308800000000000,65,1043,Partner,1,3,1
836,6141,1972,Master,Single,49494.0,1,0,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,50976000000000000,49,385,Alone,1,2,1
837,5687,1980,Graduation,Divorced,81702.0,0,0,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,69465600000000000,41,1633,Alone,0,1,0
838,10856,1980,2n Cycle,Single,45889.0,0,1,2013-02-07,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,57628800000000000,41,46,Alone,1,2,1
839,5121,1977,Graduation,Single,56628.0,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,22464000000000000,44,761,Alone,1,2,1
840,4186,1950,Graduation,Together,34026.0,1,1,2013-05-08,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,49852800000000000,71,76,Partner,2,4,1
841,368,1974,Graduation,Married,40049.0,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,63676800000000000,47,290,Partner,1,3,1
842,3312,1988,Graduation,Single,34176.0,1,0,2014-12-05,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,86400000000000,33,89,Alone,1,2,1
843,11121,1981,Graduation,Married,19419.0,1,0,2012-10-11,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,67910400000000000,40,70,Partner,1,3,1
844,5332,1960,2n Cycle,Married,82504.0,0,0,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,42940800000000000,61,1066,Partner,0,2,0
845,5848,1970,Graduation,Together,81205.0,0,0,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,28252800000000000,51,2009,Partner,0,2,0
846,10343,1991,2n Cycle,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,68947200000000000,30,1345,Alone,0,1,0
847,5935,1956,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,61516800000000000,65,764,Alone,1,2,1
848,2895,1963,Graduation,Single,49980.0,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,35337600000000000,58,195,Alone,1,2,1
849,10262,1980,Graduation,Married,15072.0,2,0,2013-10-05,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,36892800000000000,41,53,Partner,2,4,1
850,7848,1974,Graduation,Single,49166.0,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,46742400000000000,47,368,Alone,1,2,1
851,9477,1954,PhD,Married,65324.0,0,1,2014-11-01,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,3024000000000000,67,544,Partner,1,3,1
852,4856,1957,2n Cycle,Married,82347.0,0,0,2012-06-11,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,78451200000000000,64,1853,Partner,0,2,0
853,7186,1966,PhD,Together,30843.0,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,16761600000000000,55,35,Partner,2,4,1
854,5794,1974,PhD,Married,46374.0,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,22809600000000000,47,446,Partner,1,3,1
855,1456,1979,Graduation,Single,60474.0,0,1,2013-01-04,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,60566400000000000,42,1180,Alone,1,2,1
856,4877,1973,Master,Married,38576.0,0,1,2014-04-03,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,21340800000000000,48,41,Partner,1,3,1
